DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
,457379,142,F,1,0,B,149,Alimentos,Queijo Mussarela
,457384,179,F,2,0,B,104,Limpeza,Limpador Perfumado
,457457,630,M,1,2,C,121,Alimentos,Uva
,457533,257,M,1,4,C,175,Limpeza,Limpador Multiuso
,457551,367,F,1,0,A,159,Alimentos,Pao De Forma
,457555,754,F,3,4,B,88,Higiene,Repelente
,457651,144,M,1,0,B,155,Alimentos,Pate
,457713,25,M,4,1,C,108,Limpeza,Removedor
,457764,492,F,2,1,C,64,Alimentos,Uva
,457784,228,F,4,0,C,217,Alimentos,Biscoito
,457811,593,M,4,1,B,10,Alimentos,Atum
,457898,881,F,5,1,C,42,Alimentos,Macarrao Instantaneo
,457969,710,F,3,1,C,86,Higiene,Preservativo
,458051,62,F,2,0,B,214,Alimentos,Cebola
,458142,178,M,3,0,A,66,Bebidas,Refrigerante Cola
,458238,827,M,4,0,B,125,Higiene,Tinturas
,458296,245,F,4,3,B,72,Higiene,Condicionador
,458314,11,F,4,0,A,93,Limpeza,Agua Sanitaria
,458347,262,M,1,2,B,74,Higiene,Enxaguante Bucal
,458385,222,F,4,0,B,19,Alimentos,Cafe
,458478,473,F,4,3,B,175,Limpeza,Limpador Multiuso
,458503,818,F,2,0,B,53,Alimentos,Presunto Cozido
,458557,453,F,1,0,B,56,Alimentos,Queijo Mussarela
,458585,135,M,3,0,B,195,Alimentos,Feijao
,458676,932,M,4,1,B,196,Higiene,Escova De Dente
,458679,766,F,1,0,B,108,Limpeza,Removedor
,458692,832,F,1,0,B,168,Alimentos,Mamao Papaya
,458701,383,M,1,3,C,97,Limpeza,Cera
,458743,121,F,1,2,B,93,Limpeza,Agua Sanitaria
,458777,248,M,3,0,C,42,Alimentos,Macarrao Instantaneo
,458871,698,F,2,0,B,199,Alimentos,Doce
,458881,913,M,3,4,C,202,Limpeza,Desengordurante
,458898,438,F,1,0,B,8,Alimentos,Arroz
,458922,479,F,1,0,B,190,Higiene,Gel
,458949,134,F,3,0,B,64,Alimentos,Uva
,459030,574,F,2,2,B,4,Alimentos,Abacaxi
2021-01-02,459096,80,F,2,1,C,226,Alimentos,Arroz Integral
2021-01-02,459173,802,M,1,1,B,208,Higiene,Condicionador
2021-01-02,459256,912,F,4,0,C,89,Higiene,Sabonete
2021-01-02,459293,195,M,4,0,B,85,Higiene,Pasta De Dente
2021-01-02,459332,4,M,4,0,B,213,Alimentos,Cenoura
2021-01-02,459416,933,M,2,2,B,92,Higiene,Tinturas
2021-01-02,459495,858,F,4,2,C,157,Alimentos,Papinha Infantil
2021-01-02,459528,793,M,1,3,B,31,Alimentos,Granola
2021-01-02,459575,719,M,1,0,B,34,Alimentos,Ketchup
2021-01-02,459639,550,M,4,0,B,195,Alimentos,Feijao
2021-01-02,459671,998,F,2,0,C,4,Alimentos,Abacaxi
2021-01-02,459695,982,M,4,3,B,55,Alimentos,Queijo De Cabra
2021-01-02,459746,815,F,2,4,B,118,Pet,Racao Umida Para Caes
2021-01-02,459831,147,M,1,0,A,226,Alimentos,Arroz Integral
2021-01-02,459843,540,F,2,0,C,90,Higiene,Shampoo
2021-01-02,459910,501,M,1,0,B,75,Higiene,Escova De Dente
2021-01-02,459989,214,F,4,0,B,147,Pet,Racao Seca Para Gatos
2021-01-02,459994,394,M,1,0,B,171,Alimentos,Macarrao
2021-01-02,460015,836,F,2,0,B,108,Limpeza,Removedor
2021-01-02,460043,945,F,2,3,B,196,Higiene,Escova De Dente
2021-01-02,460102,928,F,5,1,B,88,Higiene,Repelente
2021-01-02,460176,563,M,3,0,B,75,Higiene,Escova De Dente
2021-01-02,460263,713,F,1,3,C,205,Alimentos,Coxa E Sobrecoxa De Frango
2021-01-02,460270,195,M,4,0,B,194,Alimentos,File De Peixe
2021-01-02,460342,696,M,2,0,B,58,Alimentos,Ricota
2021-01-02,460399,543,M,2,2,B,142,Bebidas,Refrigerante Laranja
2021-01-02,460491,3,F,4,0,B,162,Limpeza,Odorizador
2021-01-02,460514,594,F,3,1,C,2,Acessorios,Mordedor
2021-01-02,460534,350,F,5,1,B,16,Alimentos,Bife De Coxao Mole
2021-01-02,460604,273,M,4,0,C,90,Higiene,Shampoo
2021-01-02,460701,103,M,3,4,B,222,Limpeza,Balde
2021-01-02,460750,923,F,2,4,C,220,Alimentos,Batata
2021-01-02,460763,540,F,2,0,C,182,Alimentos,Lata De Ervilha
2021-01-02,460770,724,M,1,0,B,118,Pet,Racao Umida Para Caes
2021-01-02,460792,938,M,1,4,B,52,Alimentos,Pate
2021-01-02,460884,511,F,1,0,B,68,Bebidas,Refrigerante Laranja
2021-01-02,460939,860,M,1,0,B,70,Bebidas,Refrigerante Outros
2021-01-02,460959,721,M,3,2,C,52,Alimentos,Pate
2021-01-02,460978,803,F,2,0,A,101,Limpeza,Inseticida
2021-01-02,461071,46,F,4,1,B,156,Higiene,Pasta De Dente
2021-01-02,461134,596,M,2,0,B,193,Higiene,Fio Dental
2021-01-02,461183,831,F,4,2,B,25,Alimentos,Coracao De Frango
2021-01-02,461184,632,F,4,3,A,180,Alimentos,Leite
2021-01-02,461264,351,F,2,2,B,115,Pet,Alimento Para Passaro
2021-01-02,461332,24,F,4,0,C,64,Alimentos,Uva
2021-01-02,461355,618,M,4,3,B,45,Alimentos,Manga
2021-01-02,461409,173,F,1,0,B,212,Limpeza,Cera
2021-01-02,461462,393,F,4,0,B,87,Higiene,Protetor Solar
2021-01-02,461512,393,F,4,0,B,181,Alimentos,Lata De Milho
2021-01-02,461567,623,F,3,0,C,83,Higiene,Modelador
2021-01-02,461654,271,F,4,0,B,89,Higiene,Sabonete
2021-01-02,461677,234,M,3,4,B,61,Alimentos,Sardinha
2021-01-02,461761,53,M,1,1,B,145,Pet,Racao Umida Para Gatos
2021-01-02,461770,730,F,2,0,B,161,Alimentos,Ovos
2021-01-02,461795,404,M,4,0,B,67,Bebidas,Refrigerante Guarana
2021-01-02,461820,790,F,3,0,B,108,Limpeza,Removedor
2021-01-02,461879,570,F,4,1,C,196,Higiene,Escova De Dente
2021-01-02,461923,435,F,2,0,C,205,Alimentos,Coxa E Sobrecoxa De Frango
2021-01-02,461986,745,F,1,2,B,181,Alimentos,Lata De Milho
2021-01-02,462071,245,F,4,3,B,90,Higiene,Shampoo
2021-01-02,462093,191,M,3,0,B,177,Alimentos,Limao
2021-01-02,462157,73,M,1,0,A,139,Limpeza,Removedor
2021-01-02,462241,574,F,2,2,B,60,Alimentos,Salgadinhos De Milho
2021-01-02,462264,186,M,2,4,C,18,Alimentos,Brocolis
2021-01-02,462287,363,F,1,0,B,147,Pet,Racao Seca Para Gatos
2021-01-02,462350,98,M,1,0,B,76,Higiene,Fio Dental
2021-01-02,462355,379,F,4,0,C,23,Alimentos,Cogumelos
2021-01-02,462398,670,M,4,0,C,200,Limpeza,Detergente
2021-01-02,462422,269,F,3,3,B,93,Limpeza,Agua Sanitaria
2021-01-02,462515,37,M,3,0,B,181,Alimentos,Lata De Milho
2021-01-02,462531,487,F,3,0,C,189,Alimentos,Granola
2021-01-02,462607,42,M,2,2,B,31,Alimentos,Granola
2021-01-02,462647,972,M,4,0,C,6,Alimentos,Alho
2021-01-02,462710,804,F,4,3,B,149,Alimentos,Queijo Mussarela
2021-01-02,462787,510,F,4,0,B,30,Alimentos,File De Peixe
2021-01-02,462843,465,F,3,0,B,13,Alimentos,Banana
2021-01-02,462933,178,M,3,0,A,42,Alimentos,Macarrao Instantaneo
2021-01-02,463010,842,M,5,2,B,211,Alimentos,Cha
2021-01-02,463079,201,M,3,0,B,1,Acessorios,Chupeta
2021-01-02,463118,295,F,1,3,B,71,Higiene,Absorvente
2021-01-02,463164,804,F,4,3,B,209,Alimentos,Cogumelos
2021-01-02,463178,980,F,1,0,B,121,Alimentos,Uva
2021-01-02,463206,388,F,4,3,B,169,Alimentos,Mamao
2021-01-02,463285,642,M,2,3,B,144,Bebidas,Refrigerante Cola
2021-01-02,463317,970,M,2,4,B,139,Limpeza,Removedor
2021-01-02,463407,850,M,1,0,C,151,Higiene,Protetor Solar
2021-01-02,463477,946,M,3,0,B,39,Alimentos,Limao
2021-01-02,463567,721,M,3,2,C,110,Limpeza,Sabao
2021-01-02,463641,942,M,1,0,B,40,Alimentos,Linguica
2021-01-02,463715,830,F,5,1,B,159,Alimentos,Pao De Forma
2021-01-02,463789,609,F,4,0,C,210,Acessorios,Chupeta
2021-01-02,463847,894,F,4,3,C,129,Alimentos,Sardinha
2021-01-09,463861,922,M,1,0,B,51,Alimentos,Papinha Infantil
2021-01-09,463899,858,F,4,2,C,35,Alimentos,Lata De Ervilha
2021-01-09,463963,310,M,4,3,C,84,Higiene,Papel Higienico
2021-01-09,463983,494,F,5,1,C,21,Alimentos,Cenoura
2021-01-09,464073,51,F,3,0,B,169,Alimentos,Mamao
2021-01-09,464107,743,M,1,3,C,49,Alimentos,Palmito
2021-01-09,464205,540,F,2,0,C,227,Alimentos,Arroz
2021-01-09,464222,500,M,3,2,C,208,Higiene,Condicionador
2021-01-09,464308,756,F,1,4,B,52,Alimentos,Pate
2021-01-09,464343,91,M,3,0,B,173,Alimentos,Linguica
2021-01-09,464399,315,F,3,0,B,148,Pet,Racao Seca Para Caes
2021-01-09,464461,806,F,2,3,B,101,Limpeza,Inseticida
2021-01-09,464556,379,F,4,0,C,66,Bebidas,Refrigerante Cola
2021-01-09,464639,485,M,3,3,B,84,Higiene,Papel Higienico
2021-01-09,464690,910,M,2,2,B,202,Limpeza,Desengordurante
2021-01-09,464754,299,F,3,1,C,21,Alimentos,Cenoura
2021-01-09,464789,966,F,4,2,B,202,Limpeza,Desengordurante
2021-01-09,464882,480,F,2,0,C,16,Alimentos,Bife De Coxao Mole
2021-01-09,464936,736,M,1,0,C,199,Alimentos,Doce
2021-01-09,464947,535,M,4,0,A,192,Higiene,Fixador
2021-01-09,464994,137,F,4,1,B,136,Alimentos,Ricota
2021-01-09,465021,640,M,4,0,C,164,Acessorios,Mordedor
2021-01-09,465088,596,M,2,0,B,123,Limpeza,Tira Mancha
2021-01-09,465115,129,M,2,0,A,5,Alimentos,Achocolatado
2021-01-09,465123,814,M,4,0,B,40,Alimentos,Linguica
2021-01-09,465174,433,M,3,3,B,47,Alimentos,Mortadela
2021-01-09,465175,664,M,3,1,B,150,Alimentos,Queijo De Cabra
2021-01-09,465239,589,F,3,2,C,151,Higiene,Protetor Solar
2021-01-09,465246,209,F,4,0,B,98,Limpeza,Desengordurante
2021-01-09,465282,656,M,2,0,C,109,Limpeza,Rodo
2021-01-09,465303,667,F,4,0,C,8,Alimentos,Arroz
2021-01-09,465339,324,F,3,3,B,138,Higiene,Repelente
2021-01-09,465411,296,F,1,3,B,102,Limpeza,Limpa Vidros
2021-01-09,465464,711,M,4,2,B,229,Alimentos,Almondega
2021-01-09,465517,511,F,1,0,B,63,Alimentos,Tomate
2021-01-09,465519,241,M,4,1,B,168,Alimentos,Mamao Papaya
2021-01-09,465553,571,F,2,0,B,187,Higiene,Hastes Flexiveis
2021-01-09,465554,977,M,1,0,C,79,Higiene,Gel
2021-01-09,465561,949,M,1,0,B,34,Alimentos,Ketchup
2021-01-09,465660,888,F,4,2,B,75,Higiene,Escova De Dente
2021-01-09,465739,70,F,4,0,B,33,Alimentos,Iogurte
2021-01-09,465826,112,M,4,0,B,195,Alimentos,Feijao
2021-01-09,465836,864,F,1,3,B,100,Limpeza,Detergente
2021-01-09,465935,433,M,3,3,B,61,Alimentos,Sardinha
2021-01-09,465986,234,M,3,4,B,209,Alimentos,Cogumelos
2021-01-09,466052,206,F,3,1,C,14,Alimentos,Batata
2021-01-09,466064,288,M,2,0,B,18,Alimentos,Brocolis
2021-01-09,466079,683,F,3,0,B,145,Pet,Racao Umida Para Gatos
2021-01-09,466104,518,F,1,0,B,63,Alimentos,Tomate
2021-01-09,466174,506,F,4,3,B,226,Alimentos,Arroz Integral
2021-01-09,466205,278,F,3,2,C,219,Alimentos,Batata Doce
2021-01-09,466283,874,F,3,3,B,169,Alimentos,Mamao
2021-01-09,466345,83,M,1,4,B,43,Alimentos,Mamao Papaya
2021-01-09,466411,87,M,3,2,A,189,Alimentos,Granola
2021-01-09,466484,730,F,2,0,B,191,Higiene,Fralda
2021-01-09,466539,569,M,1,1,A,88,Higiene,Repelente
2021-01-09,466620,423,F,5,2,A,129,Alimentos,Sardinha
2021-01-09,466638,122,M,3,3,B,65,Bebidas,Energetico
2021-01-09,466663,403,M,3,2,B,179,Alimentos,Leite Condensado
2021-01-09,466712,851,F,2,0,B,115,Pet,Alimento Para Passaro
2021-01-10,466724,738,M,1,0,C,167,Alimentos,Manga
2021-01-10,466754,180,M,3,4,B,181,Alimentos,Lata De Milho
2021-01-10,466779,584,M,3,0,B,227,Alimentos,Arroz
2021-01-10,466837,344,M,3,0,B,48,Alimentos,Ovos
2021-01-10,466860,409,F,3,4,B,167,Alimentos,Manga
2021-01-10,466911,747,M,1,0,B,89,Higiene,Sabonete
2021-01-10,466986,366,M,3,4,B,127,Alimentos,Snacks
2021-01-10,467004,974,M,4,1,B,169,Alimentos,Mamao
2021-01-10,467067,292,F,2,0,C,91,Higiene,Talco
2021-01-10,467157,248,M,3,0,C,83,Higiene,Modelador
2021-01-10,467223,881,F,5,1,C,57,Alimentos,Requeijao
2021-01-10,467320,618,M,4,3,B,127,Alimentos,Snacks
2021-01-10,467370,871,F,1,3,C,173,Alimentos,Linguica
2021-01-10,467377,789,F,5,1,B,13,Alimentos,Banana
2021-01-10,467379,997,M,5,2,C,201,Limpeza,Desinfetante
2021-01-10,467473,577,M,4,0,C,146,Pet,Racao Umida Para Caes
2021-01-10,467475,950,M,3,0,C,112,Limpeza,Tira Limo
2021-01-10,467568,534,M,4,1,C,224,Alimentos,Azeite
2021-01-10,467605,505,F,1,0,C,192,Higiene,Fixador
2021-01-10,467608,3,F,4,0,B,173,Alimentos,Linguica
2021-01-10,467614,127,F,4,2,C,200,Limpeza,Detergente
2021-01-10,467695,694,M,4,0,C,60,Alimentos,Salgadinhos De Milho
2021-01-10,467774,159,M,1,0,C,138,Higiene,Repelente
2021-01-10,467817,990,F,1,4,B,205,Alimentos,Coxa E Sobrecoxa De Frango
2021-01-10,467877,157,M,1,1,C,101,Limpeza,Inseticida
2021-01-10,467879,308,M,4,0,B,84,Higiene,Papel Higienico
2021-01-10,467945,625,F,4,0,C,41,Alimentos,Macarrao
2021-01-10,468031,224,M,4,0,B,177,Alimentos,Limao
2021-01-10,468050,554,F,3,0,A,187,Higiene,Hastes Flexiveis
2021-01-10,468073,466,F,1,0,C,56,Alimentos,Queijo Mussarela
2021-01-10,468121,910,M,2,2,B,189,Alimentos,Granola
2021-01-10,468212,220,M,1,0,B,49,Alimentos,Palmito
2021-01-10,468237,162,F,1,1,B,155,Alimentos,Pate
2021-01-10,468270,752,M,3,0,C,160,Alimentos,Palmito
2021-01-10,468298,742,M,1,1,C,198,Bebidas,Energetico
2021-01-10,468394,59,M,2,0,A,14,Alimentos,Batata
2021-01-10,468413,764,F,3,1,B,221,Alimentos,Banana
2021-01-10,468482,529,M,1,2,B,49,Alimentos,Palmito
2021-01-10,468518,54,M,1,0,A,222,Limpeza,Balde
2021-01-10,468542,39,M,2,0,C,152,Alimentos,Presunto Cozido
2021-01-10,468607,507,F,3,2,B,166,Higiene,Modelador
2021-01-10,468672,905,M,1,0,B,171,Alimentos,Macarrao
2021-01-10,468726,941,M,2,3,B,5,Alimentos,Achocolatado
,468731,422,F,2,4,C,99,Limpeza,Desinfetante
,468736,278,F,3,2,C,20,Alimentos,Cebola
,468761,287,F,1,0,B,82,Higiene,Lenco Umedecido
,468801,522,M,1,2,A,75,Higiene,Escova De Dente
,468805,496,F,2,0,B,8,Alimentos,Arroz
,468881,12,M,1,1,A,178,Higiene,Lenco Umedecido
,468900,340,M,3,4,B,192,Higiene,Fixador
,468915,337,M,3,0,B,209,Alimentos,Cogumelos
,468954,617,F,4,3,C,99,Limpeza,Desinfetante
,469021,286,M,4,0,B,132,Higiene,Sabonete
,469070,233,M,3,0,B,74,Higiene,Enxaguante Bucal
,469099,178,M,3,0,A,216,Alimentos,Brocolis
,469152,327,M,4,2,A,4,Alimentos,Abacaxi
,469246,919,F,2,0,C,190,Higiene,Gel
,469282,275,M,4,0,B,158,Higiene,Papel Higienico
,469337,434,M,1,4,B,9,Alimentos,Arroz Integral
,469362,9,F,2,0,B,102,Limpeza,Limpa Vidros
,469426,110,M,3,0,C,88,Higiene,Repelente
,469511,258,F,1,0,B,151,Higiene,Protetor Solar
,469581,171,F,3,1,B,180,Alimentos,Leite
,469621,88,F,1,0,B,96,Limpeza,Balde
,469649,86,F,4,3,C,198,Bebidas,Energetico
,469658,67,M,1,0,B,71,Higiene,Absorvente
,469694,844,F,5,1,A,210,Acessorios,Chupeta
,469764,16,M,1,4,C,40,Alimentos,Linguica
,469810,498,M,3,2,B,178,Higiene,Lenco Umedecido
,469903,974,M,4,1,B,223,Alimentos,Azeitona
,469999,584,M,3,0,B,73,Higiene,Creme
,470019,666,F,2,2,B,47,Alimentos,Mortadela
,470035,337,M,3,0,B,8,Alimentos,Arroz
,470084,447,M,2,0,B,187,Higiene,Hastes Flexiveis
,470145,952,F,3,4,C,25,Alimentos,Coracao De Frango
,470174,587,M,1,0,B,155,Alimentos,Pate
,470183,992,F,2,0,B,3,Alimentos,Abacate
,470210,135,M,3,0,B,204,Higiene,Creme
,470297,165,F,4,0,C,191,Higiene,Fralda
,470333,774,F,2,0,B,30,Alimentos,File De Peixe
,470384,773,M,4,0,B,63,Alimentos,Tomate
,470462,435,F,2,0,C,134,Limpeza,Sabao
,470505,184,M,1,3,B,184,Alimentos,Iogurte
,470585,981,F,4,1,C,54,Alimentos,Presunto Cozido
,470627,431,F,4,3,B,20,Alimentos,Cebola
,470697,576,M,3,0,B,209,Alimentos,Cogumelos
,470770,622,F,3,0,B,153,Alimentos,Presunto Cozido
,470821,535,M,4,0,A,69,Bebidas,Refrigerante Limao
,470869,390,F,2,0,B,217,Alimentos,Biscoito
,470938,632,F,4,3,A,125,Higiene,Tinturas
,471034,184,M,1,3,B,121,Alimentos,Uva
,471065,752,M,3,0,C,10,Alimentos,Atum
,471153,179,F,2,0,B,75,Higiene,Escova De Dente
,471194,629,M,3,0,C,96,Limpeza,Balde
,471284,822,M,2,3,B,96,Limpeza,Balde
,471383,724,M,1,0,B,54,Alimentos,Presunto Cozido
,471445,45,M,2,0,A,70,Bebidas,Refrigerante Outros
,471456,28,F,1,2,B,58,Alimentos,Ricota
,471528,8,F,3,0,B,191,Higiene,Fralda
,471598,422,F,2,4,C,157,Alimentos,Papinha Infantil
,471636,512,M,4,0,B,221,Alimentos,Banana
,471735,312,M,1,0,A,12,Alimentos,Azeitona
,471786,145,M,3,0,B,218,Alimentos,Bife De Coxao Mole
,471840,69,M,4,3,A,17,Alimentos,Biscoito
,471842,886,F,5,1,B,15,Alimentos,Batata Doce
,471930,826,F,2,0,C,213,Alimentos,Cenoura
,472028,642,M,2,3,B,8,Alimentos,Arroz
,472099,502,M,4,0,C,37,Alimentos,Leite
,472136,202,M,1,0,B,55,Alimentos,Queijo De Cabra
,472209,503,F,2,1,B,99,Limpeza,Desinfetante
,472293,341,M,2,0,C,32,Alimentos,Hambuguer
,472344,311,F,4,0,C,187,Higiene,Hastes Flexiveis
,472354,844,F,5,1,A,82,Higiene,Lenco Umedecido
,472382,29,M,2,0,B,105,Limpeza,Lustra Moveis
,472432,881,F,5,1,C,109,Limpeza,Rodo
,472455,924,F,2,2,B,103,Limpeza,Limpador Multiuso
,472524,278,F,3,2,C,84,Higiene,Papel Higienico
,472585,770,M,2,3,B,88,Higiene,Repelente
,472594,649,F,3,0,B,86,Higiene,Preservativo
,472687,356,M,2,4,A,85,Higiene,Pasta De Dente
,472713,290,F,1,0,B,187,Higiene,Hastes Flexiveis
,472716,904,M,1,2,B,49,Alimentos,Palmito
,472799,284,M,4,1,B,155,Alimentos,Pate
,472806,251,F,2,0,C,120,Limpeza,Vassoura
,472814,395,F,4,1,B,10,Alimentos,Atum
,472889,487,F,3,0,C,60,Alimentos,Salgadinhos De Milho
,472963,838,F,1,0,C,79,Higiene,Gel
,472970,799,M,4,3,C,177,Alimentos,Limao
,473041,685,F,4,0,B,227,Alimentos,Arroz
,473116,791,F,1,0,B,123,Limpeza,Tira Mancha
,473210,841,M,1,0,B,8,Alimentos,Arroz
,473305,107,F,2,0,C,22,Alimentos,Cha
,473314,73,M,1,0,A,174,Limpeza,Limpador Perfumado
,473403,274,M,1,1,B,168,Alimentos,Mamao Papaya
,473450,956,M,5,1,C,143,Bebidas,Refrigerante Guarana
,473480,937,M,3,4,C,52,Alimentos,Pate
,473496,81,F,2,0,B,21,Alimentos,Cenoura
,473565,341,M,2,0,C,210,Acessorios,Chupeta
,473606,198,M,4,0,B,12,Alimentos,Azeitona
,473641,879,M,2,2,C,26,Alimentos,Coxa E Sobrecoxa De Frango
,473654,974,M,4,1,B,4,Alimentos,Abacaxi
,473716,464,M,2,2,B,16,Alimentos,Bife De Coxao Mole
,473780,581,F,4,2,C,200,Limpeza,Detergente
,473791,950,M,3,0,C,141,Bebidas,Refrigerante Limao
,473879,979,F,3,0,A,67,Bebidas,Refrigerante Guarana
,473929,103,M,3,4,B,207,Alimentos,Copa Suina
,473937,371,F,4,0,B,44,Alimentos,Mamao
,473973,638,M,3,1,B,217,Alimentos,Biscoito
,474064,647,M,1,0,C,124,Limpeza,Tira Limo
,474094,826,F,2,0,C,34,Alimentos,Ketchup
,474131,583,F,2,0,B,36,Alimentos,Lata De Milho
,474160,700,F,4,2,C,18,Alimentos,Brocolis
,474210,475,F,4,3,B,148,Pet,Racao Seca Para Caes
,474261,805,F,3,0,C,20,Alimentos,Cebola
,474274,264,F,4,1,B,25,Alimentos,Coracao De Frango
,474323,740,F,1,4,C,138,Higiene,Repelente
,474391,230,M,1,4,A,192,Higiene,Fixador
,474392,262,M,1,2,B,81,Higiene,Hidratante
,474418,760,F,2,0,A,135,Limpeza,Rodo
,474514,163,F,3,0,A,72,Higiene,Condicionador
,474546,27,F,1,0,B,86,Higiene,Preservativo
,474618,864,F,1,3,B,188,Alimentos,Hambuguer
,474643,342,M,3,0,B,92,Higiene,Tinturas
,474677,413,M,3,2,B,72,Higiene,Condicionador
,474775,393,F,4,0,B,208,Higiene,Condicionador
,474792,293,M,4,0,B,54,Alimentos,Presunto Cozido
,474844,286,M,4,0,B,71,Higiene,Absorvente
,474846,162,F,1,1,B,177,Alimentos,Limao
,474880,571,F,2,0,B,30,Alimentos,File De Peixe
,474901,31,F,1,0,C,64,Alimentos,Uva
,474954,373,F,4,2,B,219,Alimentos,Batata Doce
,474996,349,M,3,0,B,119,Pet,Racao Umida Para Gatos
,475064,289,F,3,4,C,194,Alimentos,File De Peixe
,475098,696,M,2,0,B,176,Limpeza,Limpa Vidros
,475125,524,F,4,3,C,83,Higiene,Modelador
,475129,816,M,4,0,C,15,Alimentos,Batata Doce
,475178,488,M,3,2,B,71,Higiene,Absorvente
,475225,798,M,5,2,B,97,Limpeza,Cera
,475315,585,F,2,4,B,49,Alimentos,Palmito
,475413,686,F,3,2,A,159,Alimentos,Pao De Forma
,475471,948,M,4,0,C,174,Limpeza,Limpador Perfumado
,475481,57,M,2,0,B,5,Alimentos,Achocolatado
,475531,415,F,3,0,B,190,Higiene,Gel
,475596,525,M,1,4,B,219,Alimentos,Batata Doce
,475688,23,M,3,0,B,67,Bebidas,Refrigerante Guarana
,475782,92,M,4,1,B,163,Alimentos,Mortadela
,475828,311,F,4,0,C,199,Alimentos,Doce
,475926,263,M,3,0,B,104,Limpeza,Limpador Perfumado
,475942,462,F,4,0,A,13,Alimentos,Banana
,476018,668,M,1,0,A,189,Alimentos,Granola
,476097,504,M,3,0,B,8,Alimentos,Arroz
,476185,139,F,3,3,B,199,Alimentos,Doce
,476187,61,M,1,2,B,80,Higiene,Hastes Flexiveis
,476243,662,F,1,1,B,196,Higiene,Escova De Dente
,476280,673,F,5,1,B,173,Alimentos,Linguica
,476289,120,F,4,3,A,211,Alimentos,Cha
,476378,50,M,4,0,B,122,Alimentos,Tomate
,476427,302,F,4,3,C,43,Alimentos,Mamao Papaya
,476477,566,F,4,0,B,4,Alimentos,Abacaxi
,476512,603,M,3,0,B,97,Limpeza,Cera
,476560,459,F,3,2,B,152,Alimentos,Presunto Cozido
,476646,649,F,3,0,B,120,Limpeza,Vassoura
,476662,963,M,3,0,B,185,Limpeza,Inseticida
,476683,762,F,2,0,B,213,Alimentos,Cenoura
,476777,732,F,3,4,B,141,Bebidas,Refrigerante Limao
,476820,567,F,1,0,C,165,Alimentos,Molho Barbecue
,476825,901,F,4,1,B,39,Alimentos,Limao
,476865,539,M,2,0,C,130,Alimentos,Salgadinhos De Milho
,476939,172,M,2,0,B,14,Alimentos,Batata
,476949,767,F,1,0,B,61,Alimentos,Sardinha
,477026,8,F,3,0,B,221,Alimentos,Banana
,477116,972,M,4,0,C,69,Bebidas,Refrigerante Limao
,477167,416,M,3,2,C,207,Alimentos,Copa Suina
,477192,884,F,3,2,C,85,Higiene,Pasta De Dente
,477269,594,F,3,1,C,133,Limpeza,Sabao Em Po
,477287,865,F,1,0,B,125,Higiene,Tinturas
,477317,643,F,4,0,C,79,Higiene,Gel
,477335,216,F,1,2,B,227,Alimentos,Arroz
,477418,380,M,3,4,B,186,Higiene,Hidratante
,477459,24,F,4,0,C,165,Alimentos,Molho Barbecue
,477471,501,M,1,0,B,105,Limpeza,Lustra Moveis
,477508,830,F,5,1,B,109,Limpeza,Rodo
,477606,167,M,1,1,A,70,Bebidas,Refrigerante Outros
,477620,397,F,1,0,B,104,Limpeza,Limpador Perfumado
,477700,782,M,3,3,B,197,Higiene,Enxaguante Bucal
,477781,722,F,4,0,B,190,Higiene,Gel
,477787,926,M,1,0,B,139,Limpeza,Removedor
,477832,485,M,3,3,B,137,Alimentos,Requeijao
,477849,392,M,2,2,C,30,Alimentos,File De Peixe
,477916,192,F,4,0,B,149,Alimentos,Queijo Mussarela
,477996,89,F,3,3,C,37,Alimentos,Leite
,478095,277,F,1,3,B,173,Alimentos,Linguica
,478153,749,F,4,1,B,54,Alimentos,Presunto Cozido
,478206,778,F,2,2,A,185,Limpeza,Inseticida
,478267,663,F,4,0,B,2,Acessorios,Mordedor
,478336,825,M,1,2,C,151,Higiene,Protetor Solar
,478426,593,M,4,1,B,198,Bebidas,Energetico
,478467,376,F,3,0,B,111,Limpeza,Sabao Em Po
,478500,715,F,3,4,B,10,Alimentos,Atum
,478588,804,F,4,3,B,164,Acessorios,Mordedor
,478604,611,M,4,0,B,192,Higiene,Fixador
,478679,630,M,1,2,C,50,Alimentos,Pao De Forma
,478702,739,F,2,3,B,101,Limpeza,Inseticida
,478771,796,M,2,3,B,79,Higiene,Gel
,478806,749,F,4,1,B,121,Alimentos,Uva
,478838,981,F,4,1,C,204,Higiene,Creme
,478889,235,F,4,0,B,122,Alimentos,Tomate
,478962,460,F,1,3,B,15,Alimentos,Batata Doce
,479037,252,M,2,2,B,23,Alimentos,Cogumelos
,479049,994,M,4,0,C,60,Alimentos,Salgadinhos De Milho
,479062,736,M,1,0,C,134,Limpeza,Sabao
,479108,344,M,3,0,B,198,Bebidas,Energetico
,479115,447,M,2,0,B,5,Alimentos,Achocolatado
,479199,568,F,4,1,A,169,Alimentos,Mamao
,479212,470,M,3,1,B,64,Alimentos,Uva
,479293,10,M,1,0,B,67,Bebidas,Refrigerante Guarana
,479324,547,F,3,4,C,32,Alimentos,Hambuguer
,479330,452,M,1,3,B,75,Higiene,Escova De Dente
